Receipt.No,Employee.No,Amount
11361,87,$249.64 
11362,4,$202.02 
11363,88,$17.02 
11364,6,$769.09 
11365,60,$485.43
11366,64,$594.79 
11367,30,$14.00 
11368,8,$336.66 
11369,24,$871.82 
11370,87,$861.45 
11371,16,$270.17 
11372,55,$842.51 
11373,54,$899.51 
11374,1,$534.85 
11375,53,$321.15 
11376,79,$622.26 
11377,8,$28.16 
11378,72,$976.60 
11379,79,$59.96 
11380,39,$237.03 
11381,57,$987.18 
11382,76,$865.79 
11383,7,$543.47 
11384,89,$380.70 
11385,35,$290.17 
11386,93,$124.34 
11387,80,$292.27 
11388,43,$34.75 
11389,33,$897.47 
11390,72,$750.87 
11391,14,$738.90 
11392,19,$475.59 
11393,65,$661.57 
11394,21,$946.55 
11395,66,$926.51 
11396,58,$192.26 
11397,9,$155.61 
11398,35,$344.68 
11399,63,$51.98 
11400,82,$522.82 
11401,33,$418.17 
11402,55,$318.15 
11403,14,$714.07 
11404,21,$425.37 
11405,15,$296.38 
11406,70,$601.98 
11407,93,$964.47 
11408,31,$323.87 
11409,73,$267.89 
11410,1,$398.63 
11411,28,$583.66 
11412,41,$1.72 
11413,39,$264.69 
11414,21,$477.78 
11415,50,$932.44 
11416,60,$455.77
11417,99,$672.03 
11418,10,$161.38 
11419,89,$274.09 
11420,71,$111.88 
11421,64,$555.02 
11422,54,$276.38 
11423,7,$334.92 
11424,55,$550.26 
11425,46,$296.17 
11426,85,$59.79 
11427,67,$536.94 
11428,39,$544.34 
11429,52,$990.02 
11430,90,$76.64 
11431,8,$620.11 
11432,97,$406.33 
11433,35,$609.85 
11434,19,$146.22 
11435,96,$607.89 
11436,40,$14.48 
11437,47,$509.20 
11438,43,$970.74 
11439,38,$945.77 
11440,2,$873.56 
11441,49,$620.04 
11442,26,$212.99 
11443,72,$877.85 
11444,75,$40.33 
11445,31,$202.87 
11446,54,$851.32 
11447,91,$345.43 
11448,33,$378.80 
11449,25,$595.06 
11450,81,$555.63 
11451,44,$544.25 
11452,79,$722.56 
11453,19,$295.95 
11454,94,$365.56 
11455,46,$42.87 
11456,49,$275.88 
11457,82,$319.92 
11458,9,$890.20 
11459,94,$652.90 
11460,85,$690.57 
11461,9,$510.56 
11462,72,$5.41 
11463,66,$308.36 
11464,17,$526.21 
11465,38,$117.56 
11466,55,$183.41 
11467,38,$801.24 
11468,11,$699.51 
11469,95,$144.93 
11470,72,$855.88 
11471,11,$748.80 
11472,40,$840.62 
11473,65,$85.71 
11474,35,$436.71 
11475,22,$261.21 
11476,38,$304.36 
11477,55,$842.91 
11478,29,$864.59 
11479,96,$520.70 
11480,75,$596.34 
11481,29,$111.33 
11482,55,$785.33 
11483,67,$372.83 
11484,69,$679.14 
11485,28,$375.90 
11486,39,$902.33 
11487,94,$3.50 
11488,25,$742.46 
11489,13,$205.08 
11490,48,$23.24 
11491,2,$88.50 
11492,29,$899.12 
11493,40,$723.11 
11494,36,$558.52 
11495,1,$531.64 
11496,22,$618.26 
11497,72,$384.27 
11498,53,$507.25 
11499,81,$801.20 
11500,63,$448.72 
11501,38,$886.76 
11502,33,$501.18 
11503,82,$769.61 
11504,23,$791.78 
11505,38,$655.88 
11506,63,$977.29 
11507,49,$927.68 
11508,23,$6.50 
11509,83,$581.06 
11510,26,$764.23 
11511,10,$524.02 
11512,53,$428.57 
11513,13,$646.97 
11514,79,$257.61 
11515,46,$683.56 
11516,25,$451.99 
11517,66,$625.68 
11518,17,$443.55 
11519,83,$847.81 
11520,5,$349.46 
11521,53,$901.80 
11522,21,$386.17 
11523,21,$124.16 
11524,34,$49.26 
11525,0,$292.39 
11526,90,$793.53 
11527,14,$158.17 
11528,43,$694.74 
11529,6,$426.23 
11530,87,$576.33 
11531,22,$256.72 
11532,10,$215.88 
11533,89,$902.67 
11534,27,$656.27 
11535,15,$864.61 
11536,32,$455.01 
11537,30,$387.17 
11538,64,$677.04 
11539,70,$662.99 
11540,87,$272.65 
11541,20,$614.39 
11542,28,$852.65 
11543,10,$373.64 
11544,52,$254.39 
11545,28,$184.67 
11546,83,$501.90 
11547,44,$569.01 
11548,69,$11.54 
11549,75,$672.45 
11550,99,$787.36 
11551,41,$391.74 
11552,68,$621.01 
11553,81,$271.40 
11554,31,$749.06 
11555,76,$249.84 
11556,95,$161.69 
11557,78,$590.68 
11558,61,$714.44 
11559,37,$76.93 
11560,5,$364.09 
11561,40,$571.16 
11562,37,$807.49 
11563,16,$337.64 
11564,36,$808.35 
11565,96,$950.09 
11566,94,$639.70 
11567,71,$438.56 
11568,7,$476.44 
11569,98,$545.68 
11570,48,$135.89 
11571,55,$237.88 
11572,38,$27.97 
11573,70,$838.32 
11574,68,$382.13 
11575,8,$154.66 
11576,97,$554.88 
11577,40,$604.09 
11578,46,$68.87 
11579,75,$607.71 
11580,41,$957.42 
11581,94,$173.26 
11582,96,$205.96 
11583,8,$794.58 
11584,84,$819.85 
11585,46,$778.63 
11586,69,$428.09 
11587,76,$946.31 
11588,90,$911.43 
11589,46,$314.06 
11590,35,$836.34 
11591,60,$485.95
11592,53,$567.95 
11593,30,$79.88 
11594,19,$668.38 
11595,13,$108.06 
11596,69,$986.36 
11597,99,$829.39 
11598,81,$754.98 
11599,44,$941.69 
11600,52,$376.20 
11601,29,$560.11 
11602,37,$863.95 
11603,33,$748.12 
11604,81,$32.53 
11605,42,$487.54 
11606,47,$434.55 
11607,94,$493.22 
11608,75,$668.83 
11609,96,$535.36 
11610,1,$575.09 
11611,44,$393.90 
11612,10,$479.68 
11613,86,$960.04 
11614,24,$832.66 
11615,77,$704.60 
11616,56,$388.13 
11617,23,$270.35 
11618,81,$390.86 
11619,39,$493.96 
11620,42,$59.85 
11621,4,$233.61 
11622,7,$124.40 
11623,89,$863.85 
11624,83,$384.51 
11625,54,$647.92 
11626,67,$223.19 
11627,33,$267.51 
11628,94,$141.23 
11629,98,$370.63 
11630,68,$913.04 
11631,35,$493.11 
11632,6,$525.49 
11633,54,$684.40 
11634,8,$672.54 
11635,43,$130.82 
11636,99,$641.07 
11637,20,$349.75 
11638,52,$157.78 
11639,85,$40.80 
11640,39,$889.95 
11641,39,$115.81 
11642,9,$965.39 
11643,59,$827.16 
11644,54,$789.06 
11645,46,$326.23 
11646,92,$374.98 
11647,78,$277.11 
11648,1,$352.98 
11649,29,$204.74 
11650,93,$623.65 
11651,63,$849.79 
11652,64,$21.35 
11653,54,$513.02 
11654,17,$607.84 
11655,3,$646.72 
11656,49,$557.12 
11657,26,$181.61 
11658,97,$708.50 
11659,36,$955.89 
11660,37,$819.02 
11661,55,$944.03 
11662,43,$473.51 
11663,49,$72.21 
11664,36,$706.14 
11665,99,$48.51 
11666,58,$593.74 
11667,60,$478.29
11668,3,$239.01 
11669,48,$614.52 
11670,2,$720.59 
11671,32,$830.58 
11672,93,$477.32 
11673,37,$513.72 
11674,52,$173.14 
11675,97,$193.14 
11676,17,$759.04 
11677,47,$262.20 
11678,1,$544.55 
11679,81,$228.62 
11680,24,$731.01 
11681,47,$808.04 
11682,50,$193.90 
11683,17,$12.47 
11684,21,$456.32 
11685,16,$373.61 
11686,29,$201.62 
11687,62,$796.14 
11688,46,$89.38 
11689,88,$133.56 
11690,64,$771.77 
11691,99,$750.31 
11692,14,$997.14 
11693,53,$679.52 
11694,65,$66.49 
11695,73,$49.15 
11696,97,$421.60 
11697,26,$350.90 
11698,4,$506.89 
11699,93,$455.49 
11700,99,$18.41 
11701,39,$386.60 
11702,74,$635.45 
11703,45,$22.13 
11704,15,$108.76 
11705,31,$847.38 
11706,49,$111.66 
11707,41,$243.73 
11708,4,$988.97 
11709,76,$688.00 
11710,18,$28.63 
11711,64,$916.52 
11712,25,$592.57 
11713,94,$697.89 
11714,30,$34.84 
11715,49,$325.83 
11716,53,$277.12 
11717,36,$838.43 
11718,28,$821.56 
11719,23,$265.25 
11720,54,$111.30 
11721,8,$297.90 
11722,73,$905.08 
11723,15,$326.16 
11724,46,$667.76 
11725,10,$659.76 
11726,11,$149.36 
11727,60,$477.86
11728,68,$255.85 
11729,85,$765.93 
11730,29,$668.48 
11731,81,$691.22 
11732,14,$743.69 
11733,36,$991.62 
11734,46,$490.89 
11735,38,$428.49 
11736,31,$453.70 
11737,88,$636.76 
11738,35,$117.69 
11739,16,$952.92 
11740,26,$769.29 
11741,8,$601.47 
11742,76,$652.56 
11743,68,$592.42 
11744,72,$187.15 
11745,50,$464.47 
11746,18,$618.48 
11747,21,$908.99 
11748,95,$902.62 
11749,44,$572.83 
11750,11,$52.38 
11751,74,$619.09 
11752,27,$36.10 
11753,58,$449.75 
11754,88,$715.54 
11755,78,$433.56 
11756,4,$486.29 
11757,61,$134.11 
11758,24,$373.07 
11759,61,$386.74 
11760,53,$342.58 
11761,82,$223.37 
11762,29,$539.53 
11763,86,$796.77 
11764,24,$866.94 
11765,32,$551.18 
11766,0,$969.89 
11767,29,$956.16 
11768,73,$116.61 
11769,62,$646.63 
11770,68,$772.54 
11771,75,$814.21 
11772,0,$336.80 
11773,54,$73.71 
11774,40,$797.43 
11775,1,$165.38 
11776,44,$459.31 
11777,11,$604.45 
11778,0,$945.93 
11779,67,$984.83 
11780,28,$110.21 
11781,18,$294.94 
11782,10,$328.43 
11783,27,$290.21 
11784,74,$964.93 
11785,68,$872.20 
11786,50,$123.64 
11787,58,$815.15 
11788,64,$547.19 
11789,76,$435.17 
11790,94,$278.33 
11791,80,$710.24 
11792,61,$721.72 
11793,73,$46.18 
11794,28,$301.52 
11795,35,$449.95 
11796,96,$175.64 
11797,40,$954.30 
11798,24,$552.49 
11799,68,$47.91 
11800,12,$265.20 
11801,99,$503.28 
11802,24,$675.95 
11803,3,$619.29 
11804,68,$447.20 
11805,8,$721.22 
11806,24,$922.60 
11807,64,$914.38 
11808,31,$479.87 
11809,71,$22.28 
11810,78,$256.49 
11811,80,$724.55 
11812,14,$382.53 
11813,99,$685.74 
11814,91,$888.08 
11815,38,$208.97 
11816,13,$478.06 
11817,11,$411.70 
11818,37,$397.19 
11819,80,$358.95 
11820,46,$329.84 
11821,81,$470.17 
11822,80,$792.45 
11823,79,$562.02 
11824,56,$390.82 
11825,95,$754.17 
11826,56,$466.55 
11827,1,$971.43 
11828,5,$52.91 
11829,7,$791.44 
11830,99,$227.35 
11831,62,$590.86 
11832,88,$519.28 
11833,9,$70.04 
11834,21,$279.26 
11835,31,$753.90 
11836,82,$523.08 
11837,71,$319.98 
11838,5,$851.04 
11839,51,$29.53 
11840,53,$194.93 
11841,8,$597.24 
11842,74,$711.09 
11843,45,$131.86 
11844,80,$378.22 
11845,98,$367.57 
11846,28,$661.51 
11847,90,$151.81 
11848,97,$117.51 
11849,61,$722.84 
11850,67,$979.76 
11851,31,$323.56 
11852,14,$237.94 
11853,34,$895.04 
11854,94,$105.86 
11855,34,$614.05 
11856,27,$997.03 
11857,12,$727.79 
11858,32,$259.49 
11859,72,$346.11 
11860,7,$662.97 
11861,56,$83.32 
11862,29,$699.39 
11863,66,$658.05 
11864,29,$703.93 
11865,76,$369.28 
11866,72,$72.24 
11867,20,$638.37 
11868,28,$275.39 
11869,15,$341.60 
11870,73,$749.15 
11871,79,$805.35 
11872,14,$389.22 
11873,34,$131.26 
11874,52,$243.29 
11875,29,$574.40 
11876,73,$123.39 
11877,46,$645.30 
11878,0,$151.65 
11879,52,$434.78 
11880,98,$956.37 
11881,69,$74.11 
11882,55,$943.25 
11883,50,$937.23 
11884,10,$162.80 
11885,20,$503.93 
11886,15,$221.56 
11887,22,$957.27 
11888,35,$630.62 
11889,93,$850.67 
11890,13,$477.81 
11891,54,$963.68 
11892,52,$531.51 
11893,46,$506.81 
11894,38,$205.38 
11895,48,$85.41 
11896,40,$334.22 
11897,65,$163.04 
11898,7,$960.89 
11899,1,$126.66 
11900,61,$828.65 
11901,62,$248.28 
11902,53,$975.27 
11903,31,$246.62 
11904,83,$753.02 
11905,80,$786.21 
11906,91,$501.87 
11907,71,$310.57 
11908,81,$930.28 
11909,22,$653.80 
11910,15,$614.96 
11911,50,$684.11 
11912,85,$530.14 
11913,49,$720.13 
11914,78,$149.75 
11915,38,$901.65 
11916,49,$260.79 
11917,8,$149.79 
11918,49,$248.82 
11919,36,$988.78 
11920,73,$66.85 
11921,94,$44.76 
11922,68,$745.50 
11923,44,$890.93 
11924,66,$132.10 
11925,80,$948.92 
11926,81,$370.55 
11927,44,$270.81 
11928,99,$294.66 
11929,38,$407.82 
11930,28,$709.41 
11931,66,$962.47 
11932,60,$498.35
11933,37,$56.80 
11934,28,$988.87 
11935,41,$95.87 
11936,34,$144.42 
11937,74,$850.06 
11938,30,$598.48 
11939,82,$642.53 
11940,73,$538.44 
11941,10,$928.97 
11942,85,$591.98 
11943,45,$507.10 
11944,5,$531.63 
11945,64,$8.79 
11946,31,$471.96 
11947,12,$19.73 
11948,48,$841.02 
11949,35,$668.84 
11950,96,$264.81 
11951,6,$837.79 
11952,58,$216.25 
11953,66,$712.13 
11954,23,$584.47 
11955,32,$520.13 
11956,4,$574.84 
11957,11,$50.41 
11958,69,$669.79 
11959,36,$992.18 
11960,25,$94.80 
11961,7,$682.47 
11962,29,$608.57 
11963,74,$830.04 
11964,1,$758.53 
11965,93,$53.95 
11966,27,$178.27 
11967,80,$895.66 
11968,43,$972.35 
11969,57,$324.79 
11970,95,$178.28 
11971,12,$830.82 
11972,66,$868.08 
11973,69,$514.94 
11974,19,$125.31 
11975,20,$172.59 
11976,27,$205.86 
11977,10,$21.92 
11978,26,$968.71 
11979,52,$434.28 
11980,46,$711.45 
11981,58,$440.74 
11982,29,$237.04 
11983,65,$215.23 
11984,77,$672.76 
11985,21,$868.71 
11986,5,$618.71 
11987,64,$618.03 
11988,44,$91.37 
11989,30,$940.82 
11990,80,$941.78 
11991,51,$501.63 
11992,61,$656.76 
11993,71,$537.04 
11994,76,$943.73 
11995,80,$289.69 
11996,18,$968.16 
11997,31,$894.58 
11998,15,$261.79 
11999,38,$18.74 
12000,83,$947.61 
12001,39,$991.35 
12002,43,$690.98 
12003,52,$412.57 
12004,6,$457.90 
12005,77,$937.39 
12006,28,$169.96 
12007,94,$190.28 
12008,51,$501.76 
12009,65,$341.03 
12010,64,$463.92 
12011,20,$659.60 
12012,27,$168.86 
12013,51,$633.13 
12014,34,$800.14 
12015,95,$664.40 
12016,12,$267.04 
12017,14,$581.68 
12018,18,$305.76 
12019,88,$923.69 
12020,51,$65.50 
12021,44,$970.28 
12022,18,$366.18 
12023,55,$72.20 
12024,92,$220.15 
12025,30,$461.47 
12026,92,$135.38 
12027,29,$328.15 
12028,74,$663.29 
12029,2,$903.41 
12030,80,$176.55 
12031,74,$543.38 
12032,54,$476.18 
12033,93,$132.50 
12034,83,$155.00 
12035,71,$555.18 
12036,6,$885.88 
12037,18,$487.57 
12038,17,$251.61 
12039,39,$861.25 
12040,3,$8.95 
12041,16,$24.81 
12042,55,$443.18 
12043,59,$987.16 
12044,58,$309.06 
12045,77,$698.79 
12046,59,$151.36 
12047,72,$770.95 
12048,33,$956.75 
12049,14,$6.90 
12050,56,$787.99 
12051,90,$463.44 
12052,88,$995.27 
12053,31,$613.50 
12054,33,$61.18 
12055,38,$550.61 
12056,16,$363.75 
12057,16,$193.25 
12058,4,$793.78 
12059,97,$848.16 
12060,77,$721.54 
12061,47,$776.17 
12062,70,$773.20 
12063,70,$85.55 
12064,80,$482.56 
12065,48,$323.31 
12066,5,$900.88 
12067,65,$984.71 
12068,89,$387.77 
12069,54,$148.37 
12070,94,$477.98 
12071,47,$150.90 
12072,95,$687.21 
12073,48,$139.54 
12074,71,$709.13 
12075,80,$985.05 
12076,4,$679.71 
12077,78,$796.34 
12078,1,$659.47 
12079,16,$24.82 
12080,5,$992.78 
12081,0,$646.37 
12082,70,$764.81 
12083,47,$827.21 
12084,1,$288.43 
12085,7,$933.42 
12086,39,$255.95 
12087,19,$138.53 
12088,49,$458.85 
12089,52,$780.40 
12090,84,$408.00 
12091,58,$564.66 
12092,48,$868.95 
12093,19,$269.44 
12094,45,$650.58 
12095,95,$415.89 
12096,68,$182.30 
12097,69,$592.75 
12098,29,$932.35 
12099,57,$145.90 
12100,53,$414.38 
12101,99,$345.60 
12102,57,$444.04 
12103,87,$177.13 
12104,16,$795.02 
12105,64,$834.48 
12106,15,$947.50 
12107,50,$126.89 
12108,98,$109.98 
12109,59,$11.39 
12110,81,$177.55 
12111,12,$969.98 
12112,45,$196.56 
12113,61,$77.47 
12114,83,$181.63 
12115,22,$360.92 
12116,75,$852.93 
12117,36,$987.13 
12118,99,$410.63 
12119,30,$222.95 
12120,85,$192.10 
12121,32,$747.90 
12122,90,$333.69 
12123,60,$471.40
12124,56,$995.83 
12125,55,$762.84 
12126,84,$244.50 
12127,29,$219.72 
12128,51,$74.15 
12129,6,$962.91 
12130,42,$646.83 
12131,30,$463.23 
12132,49,$86.19 
12133,83,$649.18 
12134,17,$917.94 
12135,0,$322.48 
12136,8,$33.77 
12137,46,$115.21 
12138,78,$215.67 
12139,56,$799.08 
12140,0,$728.63 
12141,23,$982.47 
12142,73,$340.95 
12143,27,$80.90 
12144,29,$792.14 
12145,52,$397.76 
12146,25,$881.09 
12147,39,$122.26 
12148,43,$293.61 
12149,10,$841.97 
12150,24,$454.06 
12151,68,$87.84 
12152,32,$791.37 
12153,94,$271.71 
12154,91,$759.29 
12155,57,$268.84 
12156,97,$90.70 
12157,13,$222.96 
12158,56,$731.05 
12159,7,$271.88 
12160,12,$455.09 
12161,54,$741.82 
12162,78,$821.82 
12163,1,$29.63 
12164,98,$901.72 
12165,29,$759.28 
12166,77,$532.16 
12167,74,$404.25 
12168,89,$248.01 
12169,58,$2.81 
12170,34,$349.70 
12171,12,$522.97 
12172,39,$873.79 
12173,75,$665.73 
12174,23,$303.58 
12175,85,$649.56 
12176,95,$711.22 
12177,71,$525.71 
12178,39,$670.32 
12179,81,$142.60 
12180,92,$483.88 
12181,73,$384.29 
12182,20,$410.76 
12183,22,$545.16 
12184,19,$510.12 
12185,81,$579.52 
12186,1,$662.57 
12187,60,$468.33
12188,40,$906.41 
12189,71,$265.90 
12190,67,$650.70 
12191,0,$330.64 
12192,46,$650.74 
12193,99,$779.40 
12194,61,$752.81 
12195,32,$707.29 
12196,69,$539.92 
12197,93,$239.95 
12198,74,$773.94 
12199,54,$403.53 
12200,94,$497.88 
12201,4,$7.83 
12202,45,$860.46 
12203,68,$457.93 
12204,65,$133.43 
12205,18,$631.57 
12206,98,$976.43 
12207,91,$24.34 
12208,86,$12.49 
12209,95,$989.65 
12210,41,$685.87 
12211,68,$723.74 
12212,30,$26.23 
12213,86,$548.82 
12214,74,$964.81 
12215,0,$861.69 
12216,64,$542.99 
12217,77,$370.99 
12218,87,$392.26 
12219,17,$423.24 
12220,19,$343.48 
12221,94,$11.92 
12222,76,$682.34 
12223,11,$12.50 
12224,53,$628.32 
12225,35,$555.08 
12226,95,$401.42 
12227,86,$988.95 
12228,14,$446.01 
12229,8,$186.25 
12230,16,$20.85 
12231,16,$909.13 
12232,88,$163.41 
12233,90,$543.55 
12234,45,$832.37 
12235,7,$596.45 
12236,81,$245.27 
12237,80,$57.07 
12238,93,$485.54 
12239,54,$176.17 
12240,87,$562.12 
12241,15,$41.12 
12242,0,$925.92 
12243,27,$936.72 
12244,30,$653.62 
12245,16,$340.81 
12246,27,$681.07 
12247,19,$725.58 
12248,37,$423.84 
12249,22,$158.83 
12250,39,$671.34 
12251,82,$785.05 
12252,53,$611.37 
12253,57,$991.10 
12254,34,$730.17 
12255,40,$728.50 
12256,65,$192.09 
12257,94,$370.58 
12258,89,$55.66 
12259,3,$260.68 
12260,50,$846.78 
12261,13,$108.09 
12262,77,$576.91 
12263,83,$453.68 
12264,85,$435.25 
12265,79,$395.47 
12266,29,$939.78 
12267,17,$136.80 
12268,14,$45.35 
12269,56,$161.78 
12270,10,$403.94 
12271,85,$678.70 
12272,17,$880.68 
12273,48,$857.26 
12274,40,$964.34 
12275,23,$442.08 
12276,40,$373.69 
12277,42,$64.66 
12278,68,$546.32 
12279,11,$1.83 
12280,75,$400.47 
12281,79,$8.84 
12282,88,$885.12 
12283,85,$324.30 
12284,89,$824.34 
12285,13,$519.58 
12286,97,$628.65 
12287,65,$639.13 
12288,3,$975.35 
12289,94,$890.83 
12290,51,$359.34 
12291,82,$518.39 
12292,62,$529.74 
12293,30,$857.33 
12294,23,$990.19 
12295,13,$957.22 
12296,90,$884.92 
12297,67,$989.83 
12298,38,$13.80 
12299,8,$42.39 
12300,87,$384.22 
12301,23,$754.46 
12302,70,$290.75 
12303,87,$72.71 
12304,33,$792.45 
12305,41,$211.66 
12306,96,$761.13 
12307,74,$86.22 
12308,75,$847.60 
12309,58,$813.20 
12310,6,$694.21 
12311,88,$255.94 
12312,38,$156.69 
12313,50,$929.59 
12314,87,$179.45 
12315,21,$316.80 
12316,68,$18.61 
12317,17,$485.83 
12318,31,$702.33 
12319,77,$95.97 
12320,46,$683.96 
12321,12,$220.96 
12322,14,$309.85 
12323,22,$288.42 
12324,97,$219.37 
12325,71,$426.70 
12326,34,$585.75 
12327,75,$224.78 
12328,55,$424.57 
12329,74,$582.39 
12330,38,$838.95 
12331,93,$744.60 
12332,81,$701.42 
12333,93,$961.99 
12334,34,$395.54 
12335,10,$568.69 
12336,23,$426.41 
12337,1,$947.25 
12338,81,$450.91 
12339,42,$776.37 
12340,96,$433.76 
12341,51,$392.42 
12342,91,$301.28 
12343,3,$397.44 
12344,13,$255.16 
12345,5,$83.56 
12346,54,$916.78 
12347,67,$649.79 
12348,50,$393.45 
12349,80,$61.93 
12350,95,$641.78 
12351,8,$993.72 
12352,44,$35.57 
12353,44,$520.71 
12354,72,$365.27 
12355,4,$868.83 
12356,64,$696.60 
12357,83,$109.55 
12358,80,$210.69 
12359,60,$468.05
12360,84,$4.36 
12361,74,$811.17 
12362,1,$148.05 
12363,3,$932.23 
12364,61,$673.76 
12365,78,$576.20 
12366,71,$944.47 
12367,55,$960.97 
12368,0,$702.01 
12369,15,$788.05 
12370,17,$995.08 
12371,25,$463.88 
12372,19,$825.68 
12373,18,$135.08 
12374,52,$619.88 
12375,3,$612.71 
12376,57,$771.70 
12377,29,$335.38 
12378,88,$107.17 
12379,77,$837.35 
12380,88,$523.94 
12381,88,$138.55 
12382,67,$9.08 
12383,22,$548.82 
12384,44,$668.19 
12385,57,$656.91 
12386,44,$725.21 
12387,89,$827.84 
12388,11,$841.79 
12389,29,$513.17 
12390,57,$908.98 
12391,36,$276.42 
12392,53,$885.68 
12393,30,$93.12 
12394,10,$344.07 
12395,77,$166.25 
12396,82,$134.69 
12397,49,$393.92 
12398,9,$100.12 
12399,34,$68.97 
12400,75,$991.57 
12401,60,$484.98
12402,14,$51.98 
12403,28,$985.06 
12404,0,$123.79 
12405,40,$215.85 
12406,52,$985.34 
12407,97,$401.76 
12408,52,$934.43 
12409,54,$302.73 
12410,86,$277.96 
12411,22,$693.10 
12412,11,$819.00 
12413,72,$955.08 
12414,52,$339.11 
12415,77,$44.88 
12416,11,$764.95 
12417,86,$400.41 
12418,93,$996.82 
12419,67,$610.48 
12420,67,$890.62 
12421,20,$544.85 
12422,73,$535.03 
12423,81,$142.16 
12424,17,$643.74 
12425,55,$433.49 
12426,39,$238.95 
12427,98,$987.13 
12428,22,$913.04 
12429,99,$228.32 
12430,94,$695.05 
12431,47,$64.66 
12432,23,$91.93 
12433,40,$299.52 
12434,89,$351.26 
12435,18,$315.25 
12436,16,$897.48 
12437,73,$72.99 
12438,81,$191.22 
12439,41,$704.04 
12440,62,$445.33 
12441,62,$736.42 
12442,33,$65.56 
12443,32,$330.05 
12444,30,$244.34 
12445,59,$987.94 
12446,73,$856.51 
12447,19,$954.57 
12448,53,$336.50 
12449,92,$573.97 
12450,82,$978.61 
12451,89,$61.34 
12452,24,$831.48 
12453,25,$277.05 
12454,48,$659.23 
12455,71,$127.78 
12456,2,$543.86 
12457,19,$940.75 
12458,51,$591.65 
12459,31,$841.76 
12460,54,$630.94 
12461,87,$357.52 
12462,17,$53.08 
12463,99,$842.39 
12464,31,$744.37 
12465,21,$301.00 
12466,6,$69.14 
12467,7,$381.04 
12468,17,$423.03 
12469,22,$312.31 
12470,89,$709.09 
12471,55,$217.61 
12472,41,$311.59 
12473,4,$102.12 
12474,39,$710.97 
12475,26,$344.63 
12476,26,$552.61 
12477,3,$927.06 
12478,77,$192.02 
12479,95,$660.09 
12480,59,$439.62 
12481,52,$430.91 
12482,32,$462.18 
12483,50,$702.69 
12484,66,$182.41 
12485,85,$88.73 
12486,75,$874.86 
12487,15,$576.26 
12488,0,$674.72 
12489,23,$516.28 
12490,42,$346.01 
12491,75,$923.32 
12492,93,$250.84 
12493,32,$473.87 
12494,47,$179.35 
12495,5,$654.44 
12496,89,$904.57 
12497,70,$765.19 
12498,62,$124.65 
12499,56,$343.06 
12500,40,$880.80 
12501,3,$999.42 
12502,57,$218.49 
12503,87,$791.99 
12504,99,$631.70 
12505,57,$617.79 
12506,55,$420.11 
12507,9,$747.70 
12508,88,$308.25 
12509,0,$981.27 
12510,69,$736.78 
12511,72,$315.59 
12512,32,$773.04 
12513,9,$820.60 
12514,79,$895.99 
12515,87,$684.97 
12516,20,$718.50 
12517,53,$821.87 
12518,79,$602.41 
12519,85,$134.66 
12520,68,$986.37 
12521,70,$970.97 
12522,38,$780.07 
12523,40,$925.44 
12524,33,$491.04 
12525,73,$317.91 
12526,44,$860.36 
12527,74,$746.14 
12528,53,$870.56 
12529,78,$774.13 
12530,23,$368.60 
12531,9,$292.53 
12532,55,$738.86 
12533,70,$695.08 
12534,36,$426.36 
12535,70,$918.30 
12536,54,$832.22 
12537,66,$409.48 
12538,96,$544.27 
12539,84,$191.86 
12540,18,$607.44 
12541,38,$673.36 
12542,71,$604.14 
12543,33,$647.34 
12544,90,$519.09 
12545,77,$213.87 
12546,5,$829.88 
12547,95,$598.84 
12548,79,$6.13 
12549,77,$56.56 
12550,53,$229.77 
12551,94,$951.77 
12552,26,$819.70 
12553,98,$723.46 
12554,19,$261.95 
12555,65,$259.53 
12556,94,$486.20 
12557,1,$189.10 
12558,27,$692.62 
12559,44,$14.27 
12560,39,$103.52 
12561,5,$674.83 
12562,39,$435.20 
12563,2,$677.98 
12564,64,$353.43 
12565,51,$131.73 
12566,81,$424.36 
12567,60,$472.31
12568,61,$887.71 
12569,48,$599.94 
12570,7,$818.00 
12571,93,$566.14 
12572,81,$537.42 
12573,8,$253.82 
12574,64,$140.89 
12575,30,$817.97 
12576,17,$569.23 
12577,75,$85.64 
12578,67,$761.83 
12579,70,$251.13 
12580,17,$189.54 
12581,63,$286.99 
12582,36,$129.27 
12583,85,$213.46 
12584,83,$791.68 
12585,13,$961.25 
12586,65,$558.86 
12587,18,$806.28 
12588,73,$766.41 
12589,81,$345.08 
12590,65,$41.10 
12591,45,$88.26 
12592,76,$218.99 
12593,86,$643.65 
12594,22,$870.11 
12595,40,$917.83 
12596,55,$70.28 
12597,7,$257.61 
12598,37,$261.50 
12599,52,$72.14 
12600,89,$357.37 
12601,58,$471.42 
12602,41,$499.97 
12603,14,$370.35 
12604,3,$367.51 
12605,9,$593.94 
12606,89,$437.30 
12607,48,$859.63 
12608,43,$380.54 
12609,5,$234.87 
12610,48,$992.21 
12611,62,$353.13 
12612,45,$273.86 
12613,62,$348.44 
12614,6,$269.13 
12615,48,$227.39 
12616,45,$978.44 
12617,94,$32.56 
12618,60,$472.01
